Comment_Author,Comment_Text,Comment_Date,Like_Count
@vikramrai234,"Kratos : she fought beautifully and stalemated me..
Also Kratos: she was mortal..",2026-06-03T08:27:14Z,82
@fordguy2836,I’m so glad there’s a jump button again,2026-06-08T02:12:41Z,1
@mEMeRSmAN6969DEER,"Kratos: ""May you find peace""

*The peace in question*",2026-06-03T14:58:15Z,64
@majorstv99,That final finisher was sick AF,2026-06-04T20:11:25Z,246
@StareachValcin,"I like that Faye is officially getting her own game, but now I have more questions than answers about Sekmet and the afterlife of the gods.",2026-06-02T23:05:43Z,229
@CherryRincon,,2026-06-07T17:24:44Z,4
@scarletpsychowolf3578,"You've seen Dad of Boy, now introducing Mom of Cube",2026-06-03T03:41:54Z,149
@RFMobile,imagine what kratos will do to them when he see this,2026-06-03T19:51:02Z,103
@nicholasbrooks3997,Fey really took all of Kratos' combat aura. This is how I remember Kratos moving back in the day.,2026-06-03T04:55:20Z,251
@mohammedlatti,Thanks for this art,2026-06-07T16:43:33Z,1
@Speedsta123,"One word you can say to Laufey and Kratos: ""You are very shiny today""",2026-06-03T14:32:01Z,169
@alfredkhoo1353,i like how they include Feye's motifs into a combat version music.,2026-06-03T01:52:29Z,164
@Ertain1,"Neat, Atreus' mother got isekai'ed.",2026-06-03T04:14:52Z,110
@GameFast-1,"i say this to every upcoming game, please focus more on animations with cut scenes more than graphics, graphics does matter but animation has to be the top priority.",2026-06-07T21:02:59Z,1
@FirestormTheSword,"7:00 ""BEFORE TIME BEGAN... THERE WAS.... THE CUBE""",2026-06-03T12:18:57Z,212
@nachoxpsi,"If they made a game for Kratos' wife, they can make a game for Deimos or Thor himself the possibilities are endless.",2026-06-03T01:04:57Z,424
@steve-o1x2j,Out of all names you name the cube him frank,2026-06-02T22:19:54Z,358
@Ellimist000,I love how airy and magical her fighting style is,2026-06-10T03:35:47Z,2
@henryhan4499,"Ok, I think I understand how Faye stalemated* Thor and Kratos*",2026-06-02T22:18:09Z,597
@servagothd.drachenschmied6661,didn't expect a minecraft slime called frank to be this epic but here i am,2026-06-05T17:16:42Z,297
@hopinmyvan_21,Karen and Frank in another universe,2026-06-02T22:15:58Z,548
@China.tech.Arabia,Thank you so much 🙏 for making this beautiful advancement,2026-06-07T17:38:08Z,0
